date,strategy_name,asset,group_id,strategy_type,action,option_type,side,strike,expiry,contracts,spot,mid,bid,ask,execution_price,iv,delta,cash_flow,pnl,execution_drag,reason
2021-05-20,v0_4_full_enriched_scores,QQQ,34,cash_secured_put,CLOSE,put,-1,290.0,2021-06-18,6,328.83,0.6376139357859358,0.6216735873912874,0.6535542841805843,0.6535542841805843,0.2853358270230818,-0.05506640167373918,-392.13257050835057,-13.464209036789052,13.464209036789052,CSP_PROFIT_TARGET
2021-05-28,v0_4_full_enriched_scores,QQQ,35,cash_secured_put,OPEN,put,-1,308.0,2021-07-16,6,333.93,4.005354430826259,3.905220570055602,4.105488291596915,3.905220570055602,0.277748455798257,-0.20074667181913103,2343.132342033361,-63.98031646239394,63.98031646239394,CONDITIONAL_ENTRY_CSP
2021-06-11,v0_4_full_enriched_scores,QQQ,35,cash_secured_put,CLOSE,put,-1,308.0,2021-07-16,6,341.24,0.9380510342346753,0.9145997583788084,0.9615023100905422,0.9615023100905422,0.24005238794839442,-0.07929301165470826,-576.9013860543254,-17.970765513520156,17.970765513520156,CSP_PROFIT_TARGET
2021-06-17,v0_4_full_enriched_scores,QQQ,36,covered_call,OPEN,call,-1,359.0,2021-07-16,2,345.34,2.89375502828112,2.8214111525740924,2.966098903988148,2.8214111525740924,0.2010851537615104,0.2536601343573325,564.2822305148185,-15.768775141405566,15.768775141405566,GREED_EXHAUSTION_COVERED_CALL
2021-06-22,v0_4_full_enriched_scores,QQQ,36,covered_call,CLOSE,call,-1,359.0,2021-07-16,2,347.57,2.8182528734714367,2.747796551634651,2.8887091953082225,2.8887091953082225,0.19802687228471963,0.2683149044351543,-577.7418390616444,-15.391264367357149,15.391264367357149,CALL_STATE_EXIT
2021-07-14,v0_4_full_enriched_scores,QQQ,37,covered_call,OPEN,call,-1,381.0,2021-08-20,2,363.07,3.618531650992878,3.5280683597180564,3.7089949422677,3.5280683597180564,0.21629522201400356,0.2507146196732126,705.6136719436113,-19.392658254964356,19.392658254964356,GREED_EXHAUSTION_COVERED_CALL
2021-07-15,v0_4_full_enriched_scores,QQQ,37,covered_call,CLOSE,call,-1,381.0,2021-08-20,2,360.52,2.855715679873043,2.784322787876217,2.9271085718698693,2.9271085718698693,0.21429792839174305,0.2136378383424882,-585.4217143739738,-15.578578399365217,15.578578399365217,CALL_STATE_EXIT
2021-08-03,v0_4_full_enriched_scores,QQQ,38,covered_call,OPEN,call,-1,388.0,2021-09-17,2,366.81,4.333520272488585,4.22518226567637,4.441858279300799,4.22518226567637,0.22994941052032677,0.25393600286929074,845.036453135274,-22.967601362442924,22.967601362442924,GREED_EXHAUSTION_COVERED_CALL
2021-08-04,v0_4_full_enriched_scores,QQQ,38,covered_call,CLOSE,call,-1,388.0,2021-09-17,2,367.34,4.339374388811336,4.230890029091053,4.44785874853162,4.44785874853162,0.22935754777846853,0.25649874951785284,-889.571749706324,-22.996871944056718,22.996871944056718,CALL_STATE_EXIT
2021-08-13,v0_4_full_enriched_scores,QQQ,39,cash_secured_put,OPEN,put,-1,349.0,2021-09-17,5,368.82,2.8242096252424744,2.7536043846114127,2.894814865873536,2.7536043846114127,0.21729575841769894,-0.1979426121120102,1376.8021923057063,-38.55262031553089,38.55262031553089,CONDITIONAL_ENTRY_CSP
