date,drawdown_63,drawdown_252,below_ma200,negative_return_5,vxn_level,vxn_change_5,breadth_rel_20,breadth_rel_63,credit_stress_level,credit_widening,vix_term_stress
2017-06-14,37.69841269841271,25.821972734562948,0.0,85.47619047619048,2.9365079365079367,71.1904761904762,0.0,0.0,,80.97560975609755,0.0
2017-06-15,44.84126984126985,32.93269230769232,0.0,90.87301587301587,6.746031746031747,82.61904761904762,0.0,0.0,,40.291262135922324,0.0
2017-06-16,51.98412698412699,39.39151321056846,0.0,59.76190476190476,8.253968253968253,0.0,0.0,0.0,,57.004830917874386,0.0
2017-06-19,20.873015873015873,6.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,37.980769230769226,0.0
2017-06-20,38.492063492063494,26.05915267785771,0.0,41.031746031746025,0.0,16.111111111111114,0.0,5.421686746987959,,79.42583732057417,0.0
2017-06-21,18.492063492063494,3.594249201277961,0.0,0.0,0.0,0.0,0.0,17.96407185628742,,94.76190476190476,0.0
2017-06-22,18.96825396825396,4.150039904229843,0.0,0.0,0.0,0.0,0.0,26.785714285714292,,88.15165876777252,0.0
2017-06-23,8.650793650793645,0.0,0.0,0.0,0.0,0.0,0.0,23.668639053254438,,83.49056603773585,0.0
2017-06-26,19.920634920634924,5.0996015936254935,0.0,17.063492063492063,0.0,40.07936507936509,0.0,0.0,,78.87323943661971,0.0
2017-06-27,55.63492063492063,42.43630573248407,0.0,56.9047619047619,34.206349206349216,68.17460317460316,0.0,0.0,,66.82242990654206,0.0
2017-06-28,28.809523809523796,14.47891805887032,0.0,43.888888888888886,4.761904761904759,53.412698412698404,0.0,26.162790697674424,,45.58139534883722,0.0
2017-06-29,58.968253968253975,46.661367249602534,0.0,79.92063492063491,56.031746031746025,89.12698412698413,0.0,1.1560693641618514,,42.12962962962962,0.0
2017-06-30,60.07936507936509,48.13343923749008,0.0,86.74603174603175,43.650793650793645,86.5873015873016,0.0,5.172413793103445,,0.0,0.0
2017-07-03,68.33333333333334,59.44444444444446,0.0,90.71428571428572,60.39682539682539,86.11111111111111,0.0,0.0,,0.0,0.0
2017-07-05,59.76190476190476,47.53968253968253,0.0,38.968253968253975,34.44444444444446,6.666666666666671,0.0,0.0,,0.0,0.0
2017-07-06,68.33333333333334,59.28571428571428,0.0,86.5873015873016,50.23809523809524,64.52380952380952,0.0,0.0,,0.0,14.047619047619051
2017-07-07,58.650793650793645,45.95238095238096,0.0,17.539682539682545,21.984126984126988,0.0,0.0,18.539325842696627,,0.0,0.0
2017-07-10,47.85714285714286,35.0,0.0,0.0,19.365079365079367,0.0,0.0,31.284916201117312,,0.0,0.0
2017-07-11,43.730158730158735,30.555555555555543,0.0,0.0,12.38095238095238,0.0,0.0,53.888888888888886,,11.659192825112115,0.0
2017-07-12,19.285714285714292,3.8888888888888857,0.0,0.0,0.0,0.0,25.44642857142857,62.98342541436463,,0.0,0.0
