date,momentum_deceleration,macd_rollover,breadth_weakening_5,breadth_weakening_20,failed_breakout,volume_price_divergence,relative_strength_weakening,rsi_rollover
2016-09-06,34.56349206349206,72.81746031746032,,,10.515873015873016,,,39.72222222222222
2016-09-07,26.785714285714285,62.73809523809524,,,10.555555555555555,,,10.674603174603174
2016-09-08,34.08730158730159,57.73809523809524,,,40.67460317460318,,,62.65873015873016
2016-09-09,80.43650793650794,77.10317460317461,,,79.56349206349206,,,99.0
2016-09-12,58.92857142857143,80.27777777777777,,,58.05555555555556,,,86.62698412698413
2016-09-13,82.34126984126983,90.1984126984127,,,69.8015873015873,,,95.5952380952381
2016-09-14,80.5952380952381,92.57936507936508,,,63.76984126984127,,,90.51587301587301
2016-09-15,41.388888888888886,87.26190476190476,,,30.833333333333332,,,67.18253968253968
2016-09-16,6.785714285714286,59.96031746031746,,,31.785714285714285,,,68.21428571428571
2016-09-19,31.071428571428573,52.42063492063492,,,44.801587301587304,,,77.97619047619048
2016-09-20,16.547619047619047,37.8968253968254,,,39.642857142857146,,,74.64285714285714
2016-09-21,13.134920634920634,22.42063492063492,,,10.436507936507937,,,10.555555555555555
2016-09-22,27.658730158730158,18.69047619047619,,,10.476190476190476,,,10.595238095238095
2016-09-23,38.53174603174603,19.8015873015873,,,42.57936507936508,,,48.84920634920635
2016-09-26,41.388888888888886,24.00793650793651,,,60.198412698412696,,,70.03968253968254
2016-09-27,27.976190476190474,21.23015873015873,,,37.8968253968254,,,50.595238095238095
2016-09-28,49.24603174603175,26.23015873015873,,,32.976190476190474,,,47.182539682539684
2016-09-29,79.48412698412699,43.92857142857143,,,51.70634920634921,,,66.62698412698413
2016-09-30,50.11904761904762,45.51587301587302,,,32.817460317460316,,,51.94444444444444
2016-10-03,32.023809523809526,40.992063492063494,,,38.13492063492063,,,57.73809523809524
2016-10-04,55.11904761904762,47.57936507936508,,,42.73809523809524,,,61.54761904761905
2016-10-05,51.62698412698413,51.70634920634921,,,31.547619047619047,,,53.05555555555556
2016-10-06,39.48412698412698,47.65873015873016,,,34.007936507936506,,,32.57936507936508
2016-10-07,75.11904761904762,54.56349206349206,,,40.11904761904762,,,41.46825396825397
2016-10-10,49.88095238095238,51.94444444444444,,,10.515873015873016,,,10.634920634920634
2016-10-11,76.94444444444444,63.37301587301587,,,60.11904761904762,,,71.30952380952381
2016-10-12,82.02380952380952,73.2936507936508,,,60.91269841269841,,,72.26190476190476
2016-10-13,78.05555555555556,81.94444444444444,,,65.91269841269842,,,78.61111111111111
2016-10-14,72.73809523809524,85.83333333333333,,,64.32539682539682,,,76.23015873015873
2016-10-17,87.57936507936508,91.38888888888889,,,67.42063492063492,,,80.51587301587301
2016-10-18,42.976190476190474,84.96031746031746,,,52.57936507936508,,,58.53174603174603
2016-10-19,36.94444444444444,77.10317460317461,,,53.69047619047619,,,60.51587301587302
2016-10-20,27.103174603174605,68.21428571428571,,,55.03968253968254,,,62.976190476190474
2016-10-21,26.46825396825397,56.54761904761905,,,48.214285714285715,,,49.801587301587304
2016-10-24,14.642857142857142,33.611111111111114,,,10.476190476190476,,,10.476190476190476
2016-10-25,26.547619047619047,27.976190476190474,,,34.007936507936506,,,40.75396825396825
2016-10-26,34.166666666666664,29.166666666666668,,,50.992063492063494,,,63.76984126984127
2016-10-27,45.198412698412696,34.08730158730159,94.44444444444444,,60.595238095238095,,,76.30952380952381
2016-10-28,61.86507936507937,47.023809523809526,67.96875,,69.8015873015873,,,87.89682539682539
2016-10-31,86.46825396825396,69.88095238095238,42.30769230769231,,70.67460317460318,,,89.32539682539682
2016-11-01,88.21428571428571,85.67460317460318,29.545454545454547,,79.16666666666667,,,95.83333333333333
2016-11-02,87.65873015873017,92.89682539682539,58.95522388059702,,85.67460317460318,,,98.53174603174604
2016-11-03,90.27777777777777,96.23015873015873,9.558823529411764,,90.27777777777777,,,99.0
2016-11-04,87.42063492063492,97.02380952380952,25.36231884057971,,91.54761904761905,,,99.0
2016-11-07,46.388888888888886,95.43650793650794,47.857142857142854,,77.10317460317461,,,72.97619047619048
2016-11-08,27.57936507936508,88.37301587301587,44.36619718309859,,69.48412698412699,,,36.94444444444444
2016-11-09,12.896825396825397,64.48412698412699,17.36111111111111,,63.69047619047619,,,10.515873015873016
2016-11-10,16.30952380952381,43.611111111111114,1.0,,82.34126984126983,,,62.65873015873016
2016-11-11,10.515873015873016,25.436507936507937,1.0,,81.07142857142857,,,60.43650793650794
2016-11-14,71.15079365079364,40.75396825396825,1.0,,87.89682539682539,,,76.46825396825396
2016-11-15,58.53174603174603,46.94444444444444,1.0,,79.24603174603175,,,49.48412698412698
2016-11-16,58.45238095238095,51.46825396825397,3.2467532467532467,,72.5,23.015873015873016,,34.96031746031746
2016-11-17,16.944444444444443,32.976190476190474,5.769230769230769,3.9682539682539684,63.05555555555556,23.4375,91.26984126984127,10.555555555555555
2016-11-18,21.071428571428573,23.849206349206348,10.759493670886076,3.90625,68.37301587301587,63.84615384615385,94.53125,33.92857142857143
2016-11-21,3.8492063492063493,10.198412698412698,78.125,3.8461538461538463,42.73809523809524,23.484848484848484,96.15384615384616,10.595238095238095
2016-11-22,10.198412698412698,7.341269841269841,64.81481481481481,1.0,10.396825396825397,23.880597014925375,94.6969696969697,10.634920634920634
2016-11-23,22.5,7.420634920634921,17.682926829268293,1.0,35.03968253968254,68.38235294117646,93.28358208955224,37.34126984126984
2016-11-25,30.833333333333332,9.166666666666666,19.879518072289155,1.0,24.325396825396826,23.91304347826087,91.91176470588235,26.706349206349206
