date,strategy_name,asset,group_id,strategy_type,action,option_type,side,strike,expiry,contracts,spot,mid,bid,ask,execution_price,iv,delta,cash_flow,pnl,execution_drag,reason,candidate_id
2023-06-06,I018,QQQ,15,insurance,CLOSE,put,1,271.0,2023-06-16,9,354.84,6.779618491986603e-11,0.0,0.010000000067796186,0.0,0.2511082177882989,-3.118648159607556e-11,0.0,-5.8500000610165666,5.8500000610165666,INSURANCE_DTE_ROLL,I018
2023-06-06,I018,QQQ,15,insurance,CLOSE,put,-1,237.0,2023-06-16,9,354.84,0.0,0.0,0.01,0.01,0.2777551572539736,0.0,-9.0,-14.850000000000001,14.850000000000001,INSURANCE_DTE_ROLL,I018
2023-09-27,I018,QQQ,16,insurance,OPEN,put,1,333.0,2023-12-15,8,355.04,6.639036294456417,6.473060387095007,6.805012201817828,6.805012201817828,0.2578408039069073,-0.24668930192858887,-5444.009761454262,-137.98072588912834,137.98072588912834,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2023-09-27,I018,QQQ,16,insurance,OPEN,put,-1,305.0,2023-12-15,8,355.04,2.318199775704187,2.2602447813115822,2.3761547700967918,2.2602447813115822,0.2857442147909323,-0.09836568013364008,1808.1958250492657,-51.563995514083814,51.563995514083814,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2023-12-05,I018,QQQ,16,insurance,CLOSE,put,1,333.0,2023-12-15,8,387.29,9.487328625588194e-06,0.0,0.010009487328625588,0.0,0.20562466756177541,-3.4949707586450465e-06,0.0,-5.207589862900471,5.207589862900471,INSURANCE_DTE_ROLL,I018
2023-12-05,I018,QQQ,16,insurance,CLOSE,put,-1,305.0,2023-12-15,8,387.29,8.794913604878505e-11,0.0,0.010000000087949136,0.010000000087949136,0.22404962043946397,-4.132171675838381e-11,-8.00000007035931,-13.2,13.2,INSURANCE_DTE_ROLL,I018
2024-08-06,I018,QQQ,17,insurance,OPEN,put,1,412.0,2024-11-15,8,439.53,8.945791837174923,8.72214704124555,9.169436633104295,9.169436633104295,0.24256721920912425,-0.25018892460303455,-7335.549306483436,-184.11583674349788,184.11583674349788,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2024-08-06,I018,QQQ,17,insurance,OPEN,put,-1,375.0,2024-11-15,8,439.53,3.164845894390801,3.085724747031031,3.243967041750571,3.085724747031031,0.2705659311440411,-0.10044611153493724,2468.579797624825,-68.49691788781595,68.49691788781595,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2024-08-09,I018,QQQ,17,insurance,CLOSE,put,1,412.0,2024-11-15,4,450.41,6.577435549193169,6.412999660463339,6.741871437922998,6.412999660463339,0.2462626916121037,-0.194238015339157,2565.1998641853356,-68.37435549193175,68.37435549193175,INSURANCE_PARTIAL_MONETIZATION,I018
2024-08-09,I018,QQQ,17,insurance,CLOSE,put,-1,375.0,2024-11-15,4,450.41,2.189611487455913,2.134871200269515,2.244351774642311,2.244351774642311,0.2731660514555598,-0.07279274013728869,-897.7407098569245,-24.496114874559204,24.496114874559204,INSURANCE_PARTIAL_MONETIZATION,I018
2024-11-05,I018,QQQ,17,insurance,CLOSE,put,1,412.0,2024-11-15,4,492.21,0.00027226806945652646,0.0,0.010272268069456527,0.0,0.27999862863411956,-5.1119960896914584e-05,0.0,-2.7089072277826105,2.7089072277826105,INSURANCE_DTE_ROLL,I018
2024-11-05,I018,QQQ,17,insurance,CLOSE,put,-1,375.0,2024-11-15,4,492.21,1.2394077695314785e-07,0.0,0.010000123940776953,0.010000123940776953,0.30536889742183215,-2.847881236584924e-08,-4.000049576310781,-6.6,6.6,INSURANCE_DTE_ROLL,I018
2024-12-20,I018,QQQ,18,insurance,OPEN,put,1,491.0,2025-03-21,7,518.66,8.720815532736538,8.502795144418124,8.93883592105495,8.93883592105495,0.21099145427824006,-0.2525429368332851,-6257.185144738465,-157.16427182288916,157.16427182288916,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2024-12-20,I018,QQQ,18,insurance,OPEN,put,-1,455.0,2025-03-21,7,518.66,3.010102326683878,2.934849768516781,3.085354884850975,2.934849768516781,0.23133161054178547,-0.1008555519110246,2054.394837961747,-57.2267907169678,57.2267907169678,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2025-03-10,I018,QQQ,18,insurance,CLOSE,put,1,491.0,2025-03-21,2,472.73,20.95827529328716,20.43431841095498,21.482232175619338,20.43431841095498,0.2884,-0.7609657687216563,4086.863682190996,-106.09137646643579,106.09137646643579,INSURANCE_PARTIAL_MONETIZATION,I018
2025-03-10,I018,QQQ,18,insurance,CLOSE,put,-1,455.0,2025-03-21,2,472.73,3.246506942893518,3.16534426932118,3.327669616465856,3.327669616465856,0.304624902164026,-0.22043093037427441,-665.5339232931711,-17.532534714467573,17.532534714467573,INSURANCE_PARTIAL_MONETIZATION,I018
2025-03-11,I018,QQQ,18,insurance,CLOSE,put,1,491.0,2025-03-21,5,471.6,21.51257076524962,20.97475649611838,22.05038503438086,20.97475649611838,0.287,-0.7889886149020718,10487.37824805919,-272.1571345656196,272.1571345656196,INSURANCE_DTE_ROLL,I018
2025-03-11,I018,QQQ,18,insurance,CLOSE,put,-1,455.0,2025-03-21,5,471.6,3.105462554501969,3.02782599063942,3.183099118364518,3.183099118364518,0.30215330788804073,-0.22301940849545324,-1591.5495591822591,-42.06828193127457,42.06828193127457,INSURANCE_DTE_ROLL,I018
2025-03-19,I018,QQQ,19,insurance,OPEN,put,1,450.0,2025-06-20,7,480.89,9.225521079912525,8.994883052914712,9.456159106910338,9.456159106910338,0.24253992809197364,-0.24740186388653915,-6619.311374837237,-165.99661889846897,165.99661889846897,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2025-03-19,I018,QQQ,19,insurance,OPEN,put,-1,412.0,2025-06-20,7,480.89,3.2923487222235295,3.2100400041679413,3.3746574402791176,3.2100400041679413,0.2687617041861317,-0.10048648028112332,2247.028002917559,-62.1661026389117,62.1661026389117,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2025-04-04,I018,QQQ,19,insurance,CLOSE,put,1,450.0,2025-06-20,2,422.67,36.499906980935805,35.58740930641241,37.4124046554592,35.58740930641241,0.28415192153667906,-0.638345950224253,7117.481861282482,-183.79953490467875,183.79953490467875,INSURANCE_PARTIAL_MONETIZATION,I018
2025-04-04,I018,QQQ,19,insurance,CLOSE,put,-1,412.0,2025-06-20,2,422.67,16.20026967212891,15.795262930325688,16.605276413932135,16.605276413932135,0.2949117377152452,-0.376729826939972,-3321.055282786427,-82.3013483606447,82.3013483606447,INSURANCE_PARTIAL_MONETIZATION,I018
2025-04-15,I018,QQQ,19,insurance,CLOSE,put,1,450.0,2025-06-20,1,457.99,26.441911165043564,25.780863385917474,27.102958944169654,25.780863385917474,0.41294595997059624,-0.4101572905620355,2578.0863385917473,-66.75477791260899,66.75477791260899,INSURANCE_PARTIAL_MONETIZATION,I018
2025-04-15,I018,QQQ,19,insurance,CLOSE,put,-1,412.0,2025-06-20,1,457.99,15.006301546388869,14.631144007729148,15.38145908504859,15.38145908504859,0.46302930423002275,-0.2512327962234185,-1538.145908504859,-38.1657538659721,38.1657538659721,INSURANCE_PARTIAL_MONETIZATION,I018
2025-06-10,I018,QQQ,19,insurance,CLOSE,put,1,450.0,2025-06-20,4,534.21,4.4464597483972156e-05,0.0,0.010044464597483971,0.0,0.24506477789633294,-9.535635321413638e-06,0.0,-2.617785838993589,2.617785838993589,INSURANCE_DTE_ROLL,I018
2025-06-10,I018,QQQ,19,insurance,CLOSE,put,-1,412.0,2025-06-20,4,534.21,5.355389558337906e-09,0.0,0.010000005355389559,0.010000005355389559,0.2662126410961982,-1.413008269792518e-09,-4.000002142155823,-6.6,6.6,INSURANCE_DTE_ROLL,I018
2025-08-06,I018,QQQ,20,insurance,OPEN,put,1,532.0,2025-11-21,7,567.32,11.262942685486792,10.981369118349622,11.54451625262396,11.54451625262396,0.22938904553011774,-0.25094561832166407,-8081.1613768367715,-201.65149699601835,201.65149699601835,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2025-08-06,I018,QQQ,20,insurance,OPEN,put,-1,485.0,2025-11-21,7,567.32,3.913182952100051,3.8153533782975497,4.011012525902553,3.8153533782975497,0.25546018483347627,-0.0994130316169515,2670.7473648082846,-73.03070166175102,73.03070166175102,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2025-11-11,I018,QQQ,20,insurance,CLOSE,put,1,532.0,2025-11-21,7,621.57,0.0020150492581717805,0.0,0.01201504925817178,0.0,0.2757021695062503,-0.00027654310763756566,0.0,-5.960534480720247,5.960534480720247,INSURANCE_DTE_ROLL,I018
2025-11-11,I018,QQQ,20,insurance,CLOSE,put,-1,485.0,2025-11-21,7,621.57,1.5267171394177945e-06,0.0,0.010001526717139417,0.010001526717139417,0.3014150417491192,-2.6237940197453295e-07,-7.001068701997593,-11.55,11.55,INSURANCE_DTE_ROLL,I018
2025-11-19,I018,QQQ,21,insurance,OPEN,put,1,559.0,2026-02-20,5,599.87,12.757924467253417,12.438976355572082,13.076872578934752,13.076872578934752,0.26133312664855496,-0.2518108348399401,-6538.436289467376,-162.72405584066755,162.72405584066755,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2025-11-19,I018,QQQ,21,insurance,OPEN,put,-1,506.0,2026-02-20,5,599.87,4.428845277376745,4.318124145442326,4.539566409311163,4.318124145442326,0.29275594748806055,-0.0992307179042609,2159.062072721163,-58.610565967209396,58.610565967209396,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2026-02-02,I018,QQQ,21,insurance,CLOSE,put,1,559.0,2026-02-20,5,626.14,0.2082681884563602,0.19826818845636018,0.2182681884563602,0.19826818845636018,0.24644688887469257,-0.01662726236696291,99.13409422818009,-8.250000000000004,8.250000000000004,INSURANCE_RECOVERY_EXIT,I018
2026-02-02,I018,QQQ,21,insurance,CLOSE,put,-1,506.0,2026-02-20,5,626.14,0.0017351991710991693,0.0,0.01173519917109917,0.01173519917109917,0.2734022822371993,-0.00018162301089617885,-5.867599585549584,-8.25,8.25,INSURANCE_RECOVERY_EXIT,I018
2026-04-01,I018,QQQ,22,insurance,OPEN,put,1,546.0,2026-06-18,7,584.31,11.190156390598446,10.910402480833485,11.469910300363408,11.469910300363408,0.2622615199978884,-0.249043971243966,-8028.937210254386,-200.37773683547306,200.37773683547306,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2026-04-01,I018,QQQ,22,insurance,OPEN,put,-1,500.0,2026-06-18,7,584.31,3.950890441050568,3.852118180024304,4.049662702076832,3.852118180024304,0.29045838787191636,-0.10036776647056779,2696.4827260170127,-73.69058271838482,73.69058271838482,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I018
2026-06-08,I018,QQQ,22,insurance,CLOSE,put,1,546.0,2026-06-18,7,716.07,3.069388107842597e-05,0.0,0.010030693881078426,0.0,0.3678169173404835,-3.4042559954311795e-06,0.0,-4.571485716754898,4.571485716754898,INSURANCE_DTE_ROLL,I018
2026-06-08,I018,QQQ,22,insurance,CLOSE,put,-1,500.0,2026-06-18,7,716.07,1.1130990460670644e-07,0.0,0.010000111309904606,0.010000111309904606,0.39394955800410575,-1.3880339810587695e-08,-7.000077916933225,-11.55,11.55,INSURANCE_DTE_ROLL,I018
2017-05-19,I019,QQQ,1,insurance,OPEN,put,1,126.0,2017-11-17,8,137.84,1.8758913218723556,1.8289940388255468,1.9227886049191645,1.9227886049191645,0.16427213426527718,-0.19882607698391508,-1538.2308839353316,-42.71782643744708,42.71782643744708,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2017-09-25,I019,QQQ,1,insurance,CLOSE,put,1,126.0,2017-11-17,8,142.8,0.11353831754092525,0.10353831754092525,0.12353831754092524,0.10353831754092525,0.17761811566413516,-0.02965713361682864,82.8306540327402,-13.199999999999996,13.199999999999996,INSURANCE_RECOVERY_EXIT,I019
2018-01-31,I019,QQQ,2,insurance,OPEN,put,1,155.0,2018-07-20,7,169.4,2.340350481499385,2.2818417194619007,2.3988592435368696,2.3988592435368696,0.17203061199993566,-0.1991704670427597,-1679.2014704758087,-45.50613342623912,45.50613342623912,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2018-02-05,I019,QQQ,2,insurance,CLOSE,put,1,155.0,2018-07-20,2,158.12,6.535191251367806,6.37181147008361,6.698571032652001,6.37181147008361,0.19631786107511817,-0.4038605284165546,1274.362294016722,-33.9759562568391,33.9759562568391,INSURANCE_PARTIAL_MONETIZATION,I019
2018-02-14,I019,QQQ,2,insurance,CLOSE,put,1,155.0,2018-07-20,1,162.68,4.3413100149561075,4.232777264582205,4.44984276533001,4.232777264582205,0.1882485500716331,-0.31385560122896056,423.27772645822046,-11.503275037390287,11.503275037390287,INSURANCE_PARTIAL_MONETIZATION,I019
2018-07-10,I019,QQQ,2,insurance,CLOSE,put,1,155.0,2018-07-20,4,177.32,8.775053588688103e-05,0.0,0.010087750535886881,0.0,0.21279720279720277,-5.983335510130029e-05,0.0,-2.6351002143547526,2.6351002143547526,INSURANCE_DTE_ROLL,I019
2019-03-11,I019,QQQ,3,insurance,OPEN,put,1,156.0,2019-09-20,4,174.73,3.5732066107120346,3.483876445444234,3.6625367759798353,3.6625367759798353,0.2262889448060483,-0.20394411874247198,-1465.0147103919342,-38.332066107120276,38.332066107120276,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2019-05-17,I019,QQQ,3,insurance,CLOSE,put,1,156.0,2019-09-20,2,183.04,1.1703895710351233,1.1411298317592453,1.1996493103110013,1.1411298317592453,0.2278023369249841,-0.09608431459602733,228.22596635184905,-7.151947855175599,7.151947855175599,INSURANCE_PARTIAL_MONETIZATION,I019
2019-09-10,I019,QQQ,3,insurance,CLOSE,put,1,156.0,2019-09-20,2,190.64,1.4633164585467874e-05,0.0,0.010014633164585469,0.0,0.28223066533053337,-7.698017358285666e-06,0.0,-1.3029266329170937,1.3029266329170937,INSURANCE_DTE_ROLL,I019
2019-10-03,I019,QQQ,4,insurance,OPEN,put,1,164.0,2020-03-20,1,186.07,3.8672387302343125,3.7705577619784547,3.9639196984901703,3.9639196984901703,0.2534767039139052,-0.19856424798989253,-396.391969849017,-10.318096825585782,10.318096825585782,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2020-03-10,I019,QQQ,4,insurance,CLOSE,put,1,164.0,2020-03-20,1,204.11,0.11119122491048605,0.10119122491048606,0.12119122491048605,0.10119122491048606,0.6198628281856864,-0.014530097640454856,10.119122491048605,-1.6499999999999995,1.6499999999999995,INSURANCE_DTE_ROLL,I019
2020-03-18,I019,QQQ,5,insurance,OPEN,put,1,140.0,2020-09-18,2,176.6,7.979289885070877,7.779807637944105,8.178772132197649,8.178772132197649,0.48169086132339994,-0.19907216711792994,-1635.7544264395297,-41.196449425354416,41.196449425354416,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2020-03-19,I019,QQQ,5,insurance,CLOSE,put,1,140.0,2020-09-18,1,177.66,7.931323703591076,7.733040611001299,8.129606796180854,7.733040611001299,0.48662579009072776,-0.1959493819065343,773.30406110013,-20.47830925897767,20.47830925897767,INSURANCE_PARTIAL_MONETIZATION,I019
2020-09-08,I019,QQQ,5,insurance,CLOSE,put,1,140.0,2020-09-18,1,269.95,3.7652283374593855e-08,0.0,0.010000037652283375,0.0,0.7063964623078347,-7.019205237267337e-09,0.0,-0.6500037652283375,0.6500037652283375,INSURANCE_DTE_ROLL,I019
2020-09-22,I019,QQQ,6,insurance,OPEN,put,1,225.0,2021-03-19,1,272.48,9.277104711435015,9.04517709364914,9.50903232922089,9.50903232922089,0.38273354131429865,-0.19962204663149347,-950.903232922089,-23.842761778587466,23.842761778587466,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2021-03-09,I019,QQQ,6,insurance,CLOSE,put,1,225.0,2021-03-19,1,311.77,3.26060487826599e-05,0.0,0.01003260604878266,0.0,0.4557169949000866,-6.504892008212289e-06,0.0,-0.653260604878266,0.653260604878266,INSURANCE_DTE_ROLL,I019
2021-03-17,I019,QQQ,7,insurance,OPEN,put,1,264.0,2021-09-17,2,321.9,11.811685979157659,11.516393829678718,12.1069781286366,12.1069781286366,0.3975927309898332,-0.20150672034675848,-2421.39562572732,-60.35842989578822,60.35842989578822,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2021-09-07,I019,QQQ,7,insurance,CLOSE,put,1,264.0,2021-09-17,2,382.11,3.6388685028170566e-13,0.0,0.010000000000363886,0.0,0.30678087461725684,-1.3864954673325264e-13,0.0,-1.3000000000727774,1.3000000000727774,INSURANCE_DTE_ROLL,I019
2022-01-03,I019,QQQ,8,insurance,OPEN,put,1,345.0,2022-07-15,2,401.68,10.020526022557718,9.770012871993774,10.271039173121661,10.271039173121661,0.27887805812775457,-0.19943743460940735,-2054.207834624332,-51.40263011278866,51.40263011278866,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2022-01-21,I019,QQQ,8,insurance,CLOSE,put,1,345.0,2022-07-15,1,351.69,22.0920191779731,21.53971869852377,22.64431965742243,21.53971869852377,0.26110525241849514,-0.42432230677928195,2153.971869852377,-55.88004794493289,55.88004794493289,INSURANCE_PARTIAL_MONETIZATION,I019
2022-07-05,I019,QQQ,8,insurance,CLOSE,put,1,345.0,2022-07-15,1,286.96,57.931171703970165,56.48289241137091,59.37945099656942,56.48289241137091,0.3486,-0.9990287409672054,5648.289241137091,-145.47792925992528,145.47792925992528,INSURANCE_DTE_ROLL,I019
2023-03-14,I019,QQQ,9,insurance,OPEN,put,1,250.0,2023-09-15,2,297.37,10.505736629273443,10.243093213541608,10.768380045005278,10.768380045005278,0.38851495670661423,-0.19924944124987237,-2153.6760090010557,-53.82868314636707,53.82868314636707,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2023-07-19,I019,QQQ,9,insurance,CLOSE,put,1,250.0,2023-09-15,2,385.65,0.011301849054841329,0.0013018490548413284,0.02130184905484133,0.0013018490548413284,0.35603438548897615,-0.0007347141555384501,0.26036981096826567,-3.3,3.3,INSURANCE_RECOVERY_EXIT,I019
2024-08-06,I019,QQQ,10,insurance,OPEN,put,1,398.0,2025-01-17,3,439.53,8.52205767868739,8.309006236720204,8.735109120654574,8.735109120654574,0.2375981422275279,-0.20120933420099346,-2620.5327361963723,-65.86543259015542,65.86543259015542,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2024-08-09,I019,QQQ,10,insurance,CLOSE,put,1,398.0,2025-01-17,1,450.41,6.714174129249017,6.546319776017791,6.8820284824802425,6.546319776017791,0.24153018731579065,-0.16294517794518582,654.6319776017791,-17.435435323122576,17.435435323122576,INSURANCE_PARTIAL_MONETIZATION,I019
2024-11-27,I019,QQQ,10,insurance,CLOSE,put,1,398.0,2025-01-17,2,505.3,0.036553921211046614,0.026553921211046612,0.046553921211046616,0.026553921211046612,0.2382411467812036,-0.002650986907587348,5.310784242209323,-3.3000000000000007,3.3000000000000007,INSURANCE_RECOVERY_EXIT,I019
2025-01-02,I019,QQQ,11,insurance,OPEN,put,1,464.0,2025-06-20,3,510.23,8.939418682473033,8.715933215411207,9.162904149534858,9.162904149534858,0.21536002100994978,-0.19942282278633947,-2748.8712448604574,-68.99564011854774,68.99564011854774,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I019
2025-04-03,I019,QQQ,11,insurance,CLOSE,put,1,464.0,2025-06-20,1,450.66,26.022025702482836,25.371475059920765,26.672576345044906,25.371475059920765,0.24814960282985624,-0.550468722322195,2537.1475059920767,-65.70506425620702,65.70506425620702,INSURANCE_PARTIAL_MONETIZATION,I019
2025-06-10,I019,QQQ,11,insurance,CLOSE,put,1,464.0,2025-06-20,2,534.21,0.0007193146240631471,0.0,0.010719314624063147,0.0,0.23727345987532997,-0.00013926243811148497,0.0,-1.4438629248126293,1.4438629248126293,INSURANCE_DTE_ROLL,I019
2017-05-19,I020,QQQ,1,insurance,OPEN,put,1,126.0,2017-11-17,11,137.84,1.8758913218723556,1.8289940388255468,1.9227886049191645,1.9227886049191645,0.16427213426527718,-0.19882607698391508,-2115.067465411081,-58.73701135148973,58.73701135148973,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2017-09-25,I020,QQQ,1,insurance,CLOSE,put,1,126.0,2017-11-17,11,142.8,0.11353831754092525,0.10353831754092525,0.12353831754092524,0.10353831754092525,0.17761811566413516,-0.02965713361682864,113.89214929501777,-18.149999999999995,18.149999999999995,INSURANCE_RECOVERY_EXIT,I020
2018-01-31,I020,QQQ,2,insurance,OPEN,put,1,155.0,2018-07-20,9,169.4,2.340350481499385,2.2818417194619007,2.3988592435368696,2.3988592435368696,0.17203061199993566,-0.1991704670427597,-2158.973319183183,-58.507885833736005,58.507885833736005,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2018-02-05,I020,QQQ,2,insurance,CLOSE,put,1,155.0,2018-07-20,2,158.12,6.535191251367806,6.37181147008361,6.698571032652001,6.37181147008361,0.19631786107511817,-0.4038605284165546,1274.362294016722,-33.9759562568391,33.9759562568391,INSURANCE_PARTIAL_MONETIZATION,I020
2018-02-14,I020,QQQ,2,insurance,CLOSE,put,1,155.0,2018-07-20,2,162.68,4.3413100149561075,4.232777264582205,4.44984276533001,4.232777264582205,0.1882485500716331,-0.31385560122896056,846.5554529164409,-23.006550074780574,23.006550074780574,INSURANCE_PARTIAL_MONETIZATION,I020
2018-07-10,I020,QQQ,2,insurance,CLOSE,put,1,155.0,2018-07-20,5,177.32,8.775053588688103e-05,0.0,0.010087750535886881,0.0,0.21279720279720277,-5.983335510130029e-05,0.0,-3.2938752679434407,3.2938752679434407,INSURANCE_DTE_ROLL,I020
2019-03-11,I020,QQQ,3,insurance,OPEN,put,1,156.0,2019-09-20,6,174.73,3.5732066107120346,3.483876445444234,3.6625367759798353,3.6625367759798353,0.2262889448060483,-0.20394411874247198,-2197.522065587901,-57.49809916068041,57.49809916068041,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2019-05-17,I020,QQQ,3,insurance,CLOSE,put,1,156.0,2019-09-20,3,183.04,1.1703895710351233,1.1411298317592453,1.1996493103110013,1.1411298317592453,0.2278023369249841,-0.09608431459602733,342.3389495277736,-10.7279217827634,10.7279217827634,INSURANCE_PARTIAL_MONETIZATION,I020
2019-09-10,I020,QQQ,3,insurance,CLOSE,put,1,156.0,2019-09-20,3,190.64,1.4633164585467874e-05,0.0,0.010014633164585469,0.0,0.28223066533053337,-7.698017358285666e-06,0.0,-1.9543899493756405,1.9543899493756405,INSURANCE_DTE_ROLL,I020
2019-10-21,I020,QQQ,4,insurance,OPEN,put,1,171.0,2020-04-17,1,193.39,3.8098799815464943,3.714632982007832,3.9051269810851568,3.9051269810851568,0.2368825136287245,-0.19684900392065133,-390.5126981085157,-10.174699953866245,10.174699953866245,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2020-04-07,I020,QQQ,4,insurance,CLOSE,put,1,171.0,2020-04-17,1,196.4,3.4453130149552678,3.359180189581386,3.5314458403291495,3.359180189581386,1.0034719284489362,-0.17986376971450233,335.9180189581386,-9.263282537388179,9.263282537388179,INSURANCE_DTE_ROLL,I020
2020-09-11,I020,QQQ,5,insurance,OPEN,put,1,223.0,2021-03-19,3,270.45,9.467471086769706,9.230784309600462,9.70415786393895,9.70415786393895,0.37784578060263624,-0.20086898181341928,-2911.2473591816847,-72.95603315077301,72.95603315077301,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2020-09-14,I020,QQQ,5,insurance,CLOSE,put,1,223.0,2021-03-19,1,275.16,8.61067601536542,8.395409114981286,8.825942915749556,8.395409114981286,0.38183117353578755,-0.18393626034396296,839.5409114981286,-22.176690038413497,22.176690038413497,INSURANCE_PARTIAL_MONETIZATION,I020
2021-03-09,I020,QQQ,5,insurance,CLOSE,put,1,223.0,2021-03-19,2,311.77,2.1433720121203726e-05,0.0,0.010021433720121204,0.0,0.4588106216120858,-4.321128722596806e-06,0.0,-1.3042867440242407,1.3042867440242407,INSURANCE_DTE_ROLL,I020
2021-03-17,I020,QQQ,6,insurance,OPEN,put,1,264.0,2021-09-17,3,321.9,11.811685979157659,11.516393829678718,12.1069781286366,12.1069781286366,0.3975927309898332,-0.20150672034675848,-3632.0934385909795,-90.53764484368234,90.53764484368234,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2021-09-07,I020,QQQ,6,insurance,CLOSE,put,1,264.0,2021-09-17,3,382.11,3.6388685028170566e-13,0.0,0.010000000000363886,0.0,0.30678087461725684,-1.3864954673325264e-13,0.0,-1.9500000001091662,1.9500000001091662,INSURANCE_DTE_ROLL,I020
2022-01-03,I020,QQQ,7,insurance,OPEN,put,1,345.0,2022-07-15,3,401.68,10.020526022557718,9.770012871993774,10.271039173121661,10.271039173121661,0.27887805812775457,-0.19943743460940735,-3081.311751936498,-77.10394516918299,77.10394516918299,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2022-01-21,I020,QQQ,7,insurance,CLOSE,put,1,345.0,2022-07-15,1,351.69,22.0920191779731,21.53971869852377,22.64431965742243,21.53971869852377,0.26110525241849514,-0.42432230677928195,2153.971869852377,-55.88004794493289,55.88004794493289,INSURANCE_PARTIAL_MONETIZATION,I020
2022-07-05,I020,QQQ,7,insurance,CLOSE,put,1,345.0,2022-07-15,2,286.96,57.931171703970165,56.48289241137091,59.37945099656942,56.48289241137091,0.3486,-0.9990287409672054,11296.578482274183,-290.95585851985055,290.95585851985055,INSURANCE_DTE_ROLL,I020
2023-03-14,I020,QQQ,8,insurance,OPEN,put,1,250.0,2023-09-15,3,297.37,10.505736629273443,10.243093213541608,10.768380045005278,10.768380045005278,0.38851495670661423,-0.19924944124987237,-3230.5140135015836,-80.7430247195506,80.7430247195506,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2023-07-19,I020,QQQ,8,insurance,CLOSE,put,1,250.0,2023-09-15,3,385.65,0.011301849054841329,0.0013018490548413284,0.02130184905484133,0.0013018490548413284,0.35603438548897615,-0.0007347141555384501,0.3905547164523985,-4.95,4.95,INSURANCE_RECOVERY_EXIT,I020
2024-08-06,I020,QQQ,9,insurance,OPEN,put,1,398.0,2025-01-17,4,439.53,8.52205767868739,8.309006236720204,8.735109120654574,8.735109120654574,0.2375981422275279,-0.20120933420099346,-3494.0436482618297,-87.82057678687389,87.82057678687389,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
2024-08-09,I020,QQQ,9,insurance,CLOSE,put,1,398.0,2025-01-17,2,450.41,6.714174129249017,6.546319776017791,6.8820284824802425,6.546319776017791,0.24153018731579065,-0.16294517794518582,1309.2639552035582,-34.87087064624515,34.87087064624515,INSURANCE_PARTIAL_MONETIZATION,I020
2024-11-27,I020,QQQ,9,insurance,CLOSE,put,1,398.0,2025-01-17,2,505.3,0.036553921211046614,0.026553921211046612,0.046553921211046616,0.026553921211046612,0.2382411467812036,-0.002650986907587348,5.310784242209323,-3.3000000000000007,3.3000000000000007,INSURANCE_RECOVERY_EXIT,I020
2025-01-02,I020,QQQ,10,insurance,OPEN,put,1,464.0,2025-06-20,4,510.23,8.939418682473033,8.715933215411207,9.162904149534858,9.162904149534858,0.21536002100994978,-0.19942282278633947,-3665.1616598139435,-91.99418682473032,91.99418682473032,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I020
