date,strategy_name,asset,group_id,strategy_type,action,option_type,side,strike,expiry,contracts,spot,mid,bid,ask,execution_price,iv,delta,cash_flow,pnl,execution_drag,reason,candidate_id
2024-08-09,I005,QQQ,17,insurance,CLOSE,put,1,402.0,2024-11-15,4,450.41,4.961955456274779,4.83790656986791,5.086004342681649,4.83790656986791,0.2535338699481729,-0.15189675465972385,1935.1626279471639,-52.21955456274794,52.21955456274794,INSURANCE_PARTIAL_MONETIZATION,I005
2024-11-05,I005,QQQ,17,insurance,CLOSE,put,1,402.0,2024-11-15,4,492.21,4.06438434130919e-05,0.0,0.010040643843413091,0.0,0.28685545803620405,-8.127258723234245e-06,0.0,-2.616257537365237,2.616257537365237,INSURANCE_DTE_ROLL,I005
2024-12-20,I005,QQQ,18,insurance,OPEN,put,1,481.0,2025-03-21,7,518.66,6.597131231851677,6.432202951055385,6.762059512647968,6.762059512647968,0.21664149768478044,-0.19987326235096267,-4733.441658853578,-119.99979655740421,119.99979655740421,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I005
2025-03-11,I005,QQQ,18,insurance,CLOSE,put,1,481.0,2025-03-21,2,471.6,14.164396691180912,13.810286773901389,14.518506608460434,13.810286773901389,0.287,-0.6442816245674755,2762.057354780278,-72.12198345590456,72.12198345590456,INSURANCE_PARTIAL_MONETIZATION,I005
2025-03-11,I005,QQQ,18,insurance,CLOSE,put,1,481.0,2025-03-21,5,471.6,14.164396691180912,13.810286773901389,14.518506608460434,13.810286773901389,0.287,-0.6442816245674755,6905.143386950695,-180.3049586397614,180.3049586397614,INSURANCE_DTE_ROLL,I005
2025-03-19,I005,QQQ,19,insurance,OPEN,put,1,440.0,2025-06-20,7,480.89,7.137212827818644,6.9587825071231775,7.31564314851411,7.31564314851411,0.24944039548517313,-0.19887474700418994,-5120.950203959877,-129.4512244868264,129.4512244868264,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I005
2025-04-04,I005,QQQ,19,insurance,CLOSE,put,1,440.0,2025-06-20,2,422.67,30.00198656501101,29.251936900885735,30.752036229136284,29.251936900885735,0.28415192153667906,-0.5722938925258204,5850.387380177147,-151.30993282505491,151.30993282505491,INSURANCE_PARTIAL_MONETIZATION,I005
2025-04-15,I005,QQQ,19,insurance,CLOSE,put,1,440.0,2025-06-20,1,457.99,22.892709120247304,22.32039139224112,23.465026848253487,22.32039139224112,0.42612578740728746,-0.3633233301803235,2232.039139224112,-57.88177280061833,57.88177280061833,INSURANCE_PARTIAL_MONETIZATION,I005
2025-06-10,I005,QQQ,19,insurance,CLOSE,put,1,440.0,2025-06-20,4,534.21,5.082273430023093e-06,0.0,0.010005082273430024,0.0,0.25063000505419225,-1.160909072141643e-06,0.0,-2.602032909372009,2.602032909372009,INSURANCE_DTE_ROLL,I005
2025-08-06,I005,QQQ,20,insurance,OPEN,put,1,519.0,2025-11-21,7,567.32,8.540209347452716,8.326704113766398,8.753714581139034,8.753714581139034,0.23660021172040838,-0.19823534544565416,-6127.600206797324,-154.00366358042254,154.00366358042254,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I005
2025-11-11,I005,QQQ,20,insurance,CLOSE,put,1,519.0,2025-11-21,7,621.57,0.00033082692562199506,0.0,0.010330826925621995,0.0,0.28281424055215026,-4.8809381544308124e-05,0.0,-4.781578847935396,4.781578847935396,INSURANCE_DTE_ROLL,I005
2025-11-19,I005,QQQ,21,insurance,OPEN,put,1,545.0,2026-02-20,1,599.87,9.795710017714981,9.550817267272107,10.040602768157855,10.040602768157855,0.269633494417481,-0.20083695327617979,-1004.0602768157855,-25.139275044287416,25.139275044287416,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I005
2026-02-02,I005,QQQ,21,insurance,CLOSE,put,1,545.0,2026-02-20,1,626.14,0.0672851502157008,0.057285150215700804,0.0772851502157008,0.057285150215700804,0.2535671814610151,-0.005847832246888619,5.728515021570081,-1.6500000000000004,1.6500000000000004,INSURANCE_RECOVERY_EXIT,I005
2026-04-01,I005,QQQ,22,insurance,OPEN,put,1,534.0,2026-06-18,7,584.31,8.656269987129775,8.439863237451531,8.87267673680802,8.87267673680802,0.2696172246606783,-0.2002794716069177,-6210.873715765614,-156.03472477477084,156.03472477477084,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I005
2026-06-08,I005,QQQ,22,insurance,CLOSE,put,1,534.0,2026-06-18,7,716.07,7.748656334598996e-06,0.0,0.0100077486563346,0.0,0.37463412794838497,-8.887317372580295e-07,0.0,-4.555424059434219,4.555424059434219,INSURANCE_DTE_ROLL,I005
2017-05-19,I006,QQQ,1,insurance,OPEN,put,1,130.0,2017-08-18,13,137.84,1.3502835695062814,1.3165264802686243,1.3840406587439384,1.3840406587439384,0.1564834979868187,-0.21241634784097074,-1799.2528563671199,-52.33421600895421,52.33421600895421,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2017-08-08,I006,QQQ,1,insurance,CLOSE,put,1,130.0,2017-08-18,13,144.31,0.0001505395281112612,0.0,0.010150539528111261,0.0,0.17495345090430323,-0.0001462616598206587,0.0,-8.64570138654464,8.64570138654464,INSURANCE_DTE_ROLL,I006
2017-08-16,I006,QQQ,2,insurance,OPEN,put,1,135.0,2017-11-17,13,144.28,1.2267353060678836,1.1960669234161865,1.2574036887195807,1.2574036887195807,0.15696832743170933,-0.18815524554019927,-1634.6247953354548,-48.318897447206275,48.318897447206275,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2017-11-07,I006,QQQ,2,insurance,CLOSE,put,1,135.0,2017-11-17,13,153.88,8.608335842429072e-07,0.0,0.010000860833584244,0.0,0.16718637899662073,-1.03060179094018e-06,0.0,-8.451119083659517,8.451119083659517,INSURANCE_DTE_ROLL,I006
2018-01-31,I006,QQQ,3,insurance,OPEN,put,1,159.0,2018-04-20,11,169.4,1.7166070572253602,1.6736918807947263,1.7595222336559941,1.7595222336559941,0.17966147749898892,-0.20655983350567786,-1935.4744570215937,-54.356694073697305,54.356694073697305,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2018-02-05,I006,QQQ,3,insurance,CLOSE,put,1,159.0,2018-04-20,3,158.12,7.073071062666784,6.8962442861001145,7.249897839233454,6.8962442861001145,0.23710109002678986,-0.49364264276753483,2068.8732858300345,-54.998032970000935,54.998032970000935,INSURANCE_PARTIAL_MONETIZATION,I006
2018-02-14,I006,QQQ,3,insurance,CLOSE,put,1,159.0,2018-04-20,2,162.68,4.2073938576440355,4.102209011202935,4.312578704085136,4.102209011202935,0.22045882247164328,-0.37866008337205553,820.441802240587,-22.336969288220143,22.336969288220143,INSURANCE_PARTIAL_MONETIZATION,I006
2018-04-10,I006,QQQ,3,insurance,CLOSE,put,1,159.0,2018-04-20,6,161.21,2.1426418214125533,2.0890757758772396,2.196207866947867,2.0890757758772396,0.2971985853632461,-0.3780072370993311,1253.4454655263437,-36.03962732118824,36.03962732118824,INSURANCE_DTE_ROLL,I006
2018-06-27,I006,QQQ,4,insurance,OPEN,put,1,157.0,2018-09-21,12,169.73,1.9714298759160869,1.9221441290181847,2.020715622813989,2.020715622813989,0.20780691891516698,-0.19717178853316233,-2424.8587473767866,-66.94289627748239,66.94289627748239,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2018-09-11,I006,QQQ,4,insurance,CLOSE,put,1,157.0,2018-09-21,12,183.12,1.0680765173847568e-05,0.0,0.010010680765173847,0.0,0.21644872214941022,-7.64658227764516e-06,0.0,-7.812816918208618,7.812816918208618,INSURANCE_DTE_ROLL,I006
2018-09-19,I006,QQQ,5,insurance,OPEN,put,1,170.0,2018-12-21,11,182.7,1.9373162990837685,1.8888833916066743,1.9857492065608626,1.9857492065608626,0.1858741740800687,-0.19487332123888124,-2184.324127216949,-60.426198224803585,60.426198224803585,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2018-10-10,I006,QQQ,5,insurance,CLOSE,put,1,170.0,2018-12-21,3,171.73,5.698197498575425,5.555742561111039,5.840652436039811,5.555742561111039,0.22377746313930316,-0.42752346843927946,1666.7227683333117,-44.686481239315796,44.686481239315796,INSURANCE_PARTIAL_MONETIZATION,I006
2018-10-18,I006,QQQ,5,insurance,CLOSE,put,1,170.0,2018-12-21,2,173.18,4.746667497250698,4.62800080981943,4.8653341846819655,4.62800080981943,0.2240098890964391,-0.39172269049791103,925.6001619638861,-25.033337486253526,25.033337486253526,INSURANCE_PARTIAL_MONETIZATION,I006
2018-12-11,I006,QQQ,5,insurance,CLOSE,put,1,170.0,2018-12-21,6,163.61,7.350532021121012,7.166768720592986,7.534295321649037,7.166768720592986,0.2969253689058051,-0.7720021837103895,4300.061232355792,-114.1579803168153,114.1579803168153,INSURANCE_DTE_ROLL,I006
2019-03-11,I006,QQQ,6,insurance,OPEN,put,1,161.0,2019-06-21,12,174.73,2.3769332029659296,2.3175098728917813,2.436356533040078,2.436356533040078,0.21256469568313857,-0.2040401737118239,-2923.6278396480934,-79.10799608897788,79.10799608897788,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2019-05-17,I006,QQQ,6,insurance,CLOSE,put,1,161.0,2019-06-21,6,183.04,0.15372603662329976,0.14372603662329975,0.16372603662329976,0.14372603662329975,0.22730468940725937,-0.030041697343464867,86.23562197397985,-9.900000000000006,9.900000000000006,INSURANCE_PARTIAL_MONETIZATION,I006
2019-06-11,I006,QQQ,6,insurance,CLOSE,put,1,161.0,2019-06-21,6,183.4,0.000865879906064862,0.0,0.010865879906064862,0.0,0.2392442748091603,-0.0004504927797825685,0.0,-4.419527943638918,4.419527943638918,INSURANCE_DTE_ROLL,I006
2019-08-02,I006,QQQ,7,insurance,OPEN,put,1,173.0,2019-10-18,12,187.35,2.244094988101338,2.1879926133988046,2.3001973628038717,2.3001973628038717,0.22519924799187233,-0.19785263918418414,-2760.236835364646,-75.12284964304025,75.12284964304025,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2019-08-14,I006,QQQ,7,insurance,CLOSE,put,1,173.0,2019-10-18,6,182.76,3.44465945805635,3.3585429716049413,3.5307759445077584,3.3585429716049413,0.24894495547939877,-0.27551254794163527,2015.1257829629649,-55.56989187084514,55.56989187084514,INSURANCE_PARTIAL_MONETIZATION,I006
2019-10-08,I006,QQQ,7,insurance,CLOSE,put,1,173.0,2019-10-18,6,185.42,0.16418419208473978,0.15418419208473977,0.1741841920847398,0.15418419208473977,0.25751105598101603,-0.049071104273087425,92.51051525084387,-9.900000000000006,9.900000000000006,INSURANCE_DTE_ROLL,I006
2019-10-16,I006,QQQ,8,insurance,OPEN,put,1,177.0,2020-01-17,8,193.04,2.5653546101076756,2.501220744854984,2.6294884753603673,2.6294884753603673,0.22416722073196269,-0.19926265783639496,-2103.590780288294,-56.50709220215337,56.50709220215337,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2020-01-07,I006,QQQ,8,insurance,CLOSE,put,1,177.0,2020-01-17,8,215.53,2.6109144244267975e-08,0.0,0.010000026109144244,0.0,0.2174882266969795,-1.9498739079930725e-08,0.0,-5.200020887315396,5.200020887315396,INSURANCE_DTE_ROLL,I006
2020-01-27,I006,QQQ,9,insurance,OPEN,put,1,202.0,2020-04-17,10,218.1,2.6508850022170023,2.584612877161577,2.7171571272724275,2.7171571272724275,0.21464260014077557,-0.20383268671637694,-2717.1571272724277,-72.77212505542524,72.77212505542524,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2020-02-27,I006,QQQ,9,insurance,CLOSE,put,1,202.0,2020-04-17,2,205.64,8.589510279084948,8.374772522107824,8.804248036062072,8.374772522107824,0.3463517666044231,-0.4157926234172418,1674.9545044215647,-44.24755139542481,44.24755139542481,INSURANCE_PARTIAL_MONETIZATION,I006
2020-03-12,I006,QQQ,9,insurance,CLOSE,put,1,202.0,2020-04-17,3,177.32,30.325348767907855,29.567215048710157,31.083482487105552,29.567215048710157,0.623629526996555,-0.7149649242179706,8870.164514613047,-229.3901157593093,229.3901157593093,INSURANCE_PARTIAL_MONETIZATION,I006
2020-04-07,I006,QQQ,9,insurance,CLOSE,put,1,202.0,2020-04-17,5,196.4,14.089987109504065,13.737737431766464,14.442236787241667,13.737737431766464,0.8404344850634161,-0.553124653234948,6868.868715883232,-179.37483886880082,179.37483886880082,INSURANCE_DTE_ROLL,I006
2020-09-11,I006,QQQ,10,insurance,OPEN,put,1,234.0,2020-12-18,11,270.45,6.387534161530944,6.22784580749267,6.547222515569217,6.547222515569217,0.3716877884391531,-0.1997846337380108,-7201.944767126139,-182.80718944210076,182.80718944210076,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2020-09-14,I006,QQQ,10,insurance,CLOSE,put,1,234.0,2020-12-18,5,275.16,5.342745345637077,5.20917671199615,5.476313979278004,5.20917671199615,0.3730860065612771,-0.17337617879964506,2604.5883559980753,-70.03431682046337,70.03431682046337,INSURANCE_PARTIAL_MONETIZATION,I006
2020-12-08,I006,QQQ,10,insurance,CLOSE,put,1,234.0,2020-12-18,6,308.29,4.265191369572465e-06,0.0,0.010004265191369573,0.0,0.35506918810211163,-1.186739592276715e-06,0.0,-3.902559114821744,3.902559114821744,INSURANCE_DTE_ROLL,I006
2021-02-03,I006,QQQ,11,insurance,OPEN,put,1,280.0,2021-05-21,10,326.38,8.240851337075796,8.034830053648902,8.44687262050269,8.44687262050269,0.37899163532846175,-0.19931831687174623,-8446.87262050269,-212.52128342689417,212.52128342689417,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2021-05-11,I006,QQQ,11,insurance,CLOSE,put,1,280.0,2021-05-21,10,325.31,0.01854892261865615,0.00854892261865615,0.02854892261865615,0.00854892261865615,0.3368061694998617,-0.003305741138809956,8.54892261865615,-16.5,16.5,INSURANCE_DTE_ROLL,I006
2021-05-19,I006,QQQ,12,insurance,OPEN,put,1,283.0,2021-08-20,4,322.59,6.6989776596441,6.531503218152998,6.866452101135203,6.866452101135203,0.3394741891054344,-0.19963384277565047,-2746.580840454081,-69.58977659644107,69.58977659644107,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2021-08-10,I006,QQQ,12,insurance,CLOSE,put,1,283.0,2021-08-20,4,366.84,1.2416631446895386e-08,0.0,0.010000012416631447,0.0,0.2736666666666666,-4.502630957101785e-09,0.0,-2.6000049666525786,2.6000049666525786,INSURANCE_DTE_ROLL,I006
2021-09-23,I006,QQQ,13,insurance,OPEN,put,1,335.0,2021-12-17,1,372.98,6.137636839718823,5.984195918725852,6.291077760711794,6.291077760711794,0.28552064766801727,-0.20000094283712602,-629.1077760711794,-15.994092099297058,15.994092099297058,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2021-12-07,I006,QQQ,13,insurance,CLOSE,put,1,335.0,2021-12-17,1,397.83,0.0029232943840290515,0.0,0.012923294384029052,0.0,0.3189959090566322,-0.0005191698410121376,0.0,-0.9423294384029052,0.9423294384029052,INSURANCE_DTE_ROLL,I006
2022-01-03,I006,QQQ,14,insurance,OPEN,put,1,361.0,2022-04-14,17,401.68,6.7191174014988775,6.5511394664614055,6.887095336536349,6.887095336536349,0.2629158579288747,-0.20191613794828664,-11708.062072111794,-296.6124895637023,296.6124895637023,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2022-01-18,I006,QQQ,14,insurance,CLOSE,put,1,361.0,2022-04-14,4,370.55,14.474875236696647,14.113003355779231,14.836747117614063,14.113003355779231,0.2649864199627623,-0.39650178189261515,5645.201342311692,-147.34875236696647,147.34875236696647,INSURANCE_PARTIAL_MONETIZATION,I006
2022-01-27,I006,QQQ,14,insurance,CLOSE,put,1,361.0,2022-04-14,4,341.1,30.484472854040376,29.722361032689367,31.246584675391386,29.722361032689367,0.291770601716441,-0.6402596429755034,11888.944413075747,-307.4447285404038,307.4447285404038,INSURANCE_PARTIAL_MONETIZATION,I006
2022-04-04,I006,QQQ,14,insurance,CLOSE,put,1,361.0,2022-04-14,9,369.3,3.6380888909012725,3.547136668628741,3.729041113173804,3.547136668628741,0.2913541774290496,-0.3099739129904318,3192.423001765867,-87.70700004527846,87.70700004527846,INSURANCE_DTE_ROLL,I006
2023-03-14,I006,QQQ,15,insurance,OPEN,put,1,262.0,2023-06-16,10,297.37,6.602402480620505,6.437342418604993,6.767462542636017,6.767462542636017,0.35992404098036196,-0.1992001237937326,-6767.462542636017,-171.56006201551227,171.56006201551227,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2023-06-06,I006,QQQ,15,insurance,CLOSE,put,1,262.0,2023-06-16,10,354.84,8.815932491506616e-13,0.0,0.010000000000881594,0.0,0.25816181941156574,-4.312492649964533e-13,0.0,-6.5000000008815935,6.5000000008815935,INSURANCE_DTE_ROLL,I006
2023-09-27,I006,QQQ,16,insurance,OPEN,put,1,326.0,2023-12-15,7,355.04,5.178343700673253,5.048885108156421,5.307802293190084,5.307802293190084,0.26481665662791354,-0.1997580771964997,-3715.461605233059,-95.17101476178216,95.17101476178216,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2023-12-05,I006,QQQ,16,insurance,CLOSE,put,1,326.0,2023-12-15,7,387.29,6.99027427592398e-07,0.0,0.010000699027427593,0.0,0.21023090578119757,-2.766922209465938e-07,0.0,-4.550489319199315,4.550489319199315,INSURANCE_DTE_ROLL,I006
2024-08-06,I006,QQQ,17,insurance,OPEN,put,1,402.0,2024-11-15,8,439.53,6.856448347321731,6.6850371386386875,7.027859556004774,7.027859556004774,0.25013443865099366,-0.1993126797144773,-5622.28764480382,-142.3289669464346,142.3289669464346,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2024-08-09,I006,QQQ,17,insurance,CLOSE,put,1,402.0,2024-11-15,4,450.41,4.961955456274779,4.83790656986791,5.086004342681649,4.83790656986791,0.2535338699481729,-0.15189675465972385,1935.1626279471639,-52.21955456274794,52.21955456274794,INSURANCE_PARTIAL_MONETIZATION,I006
2024-11-05,I006,QQQ,17,insurance,CLOSE,put,1,402.0,2024-11-15,4,492.21,4.06438434130919e-05,0.0,0.010040643843413091,0.0,0.28685545803620405,-8.127258723234245e-06,0.0,-2.616257537365237,2.616257537365237,INSURANCE_DTE_ROLL,I006
2024-12-20,I006,QQQ,18,insurance,OPEN,put,1,481.0,2025-03-21,7,518.66,6.597131231851677,6.432202951055385,6.762059512647968,6.762059512647968,0.21664149768478044,-0.19987326235096267,-4733.441658853578,-119.99979655740421,119.99979655740421,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2025-03-11,I006,QQQ,18,insurance,CLOSE,put,1,481.0,2025-03-21,2,471.6,14.164396691180912,13.810286773901389,14.518506608460434,13.810286773901389,0.287,-0.6442816245674755,2762.057354780278,-72.12198345590456,72.12198345590456,INSURANCE_PARTIAL_MONETIZATION,I006
2025-03-11,I006,QQQ,18,insurance,CLOSE,put,1,481.0,2025-03-21,5,471.6,14.164396691180912,13.810286773901389,14.518506608460434,13.810286773901389,0.287,-0.6442816245674755,6905.143386950695,-180.3049586397614,180.3049586397614,INSURANCE_DTE_ROLL,I006
2025-03-19,I006,QQQ,19,insurance,OPEN,put,1,440.0,2025-06-20,7,480.89,7.137212827818644,6.9587825071231775,7.31564314851411,7.31564314851411,0.24944039548517313,-0.19887474700418994,-5120.950203959877,-129.4512244868264,129.4512244868264,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2025-04-04,I006,QQQ,19,insurance,CLOSE,put,1,440.0,2025-06-20,2,422.67,30.00198656501101,29.251936900885735,30.752036229136284,29.251936900885735,0.28415192153667906,-0.5722938925258204,5850.387380177147,-151.30993282505491,151.30993282505491,INSURANCE_PARTIAL_MONETIZATION,I006
2025-04-15,I006,QQQ,19,insurance,CLOSE,put,1,440.0,2025-06-20,1,457.99,22.892709120247304,22.32039139224112,23.465026848253487,22.32039139224112,0.42612578740728746,-0.3633233301803235,2232.039139224112,-57.88177280061833,57.88177280061833,INSURANCE_PARTIAL_MONETIZATION,I006
2025-06-10,I006,QQQ,19,insurance,CLOSE,put,1,440.0,2025-06-20,4,534.21,5.082273430023093e-06,0.0,0.010005082273430024,0.0,0.25063000505419225,-1.160909072141643e-06,0.0,-2.602032909372009,2.602032909372009,INSURANCE_DTE_ROLL,I006
2025-08-06,I006,QQQ,20,insurance,OPEN,put,1,519.0,2025-11-21,7,567.32,8.540209347452716,8.326704113766398,8.753714581139034,8.753714581139034,0.23660021172040838,-0.19823534544565416,-6127.600206797324,-154.00366358042254,154.00366358042254,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2025-11-11,I006,QQQ,20,insurance,CLOSE,put,1,519.0,2025-11-21,7,621.57,0.00033082692562199506,0.0,0.010330826925621995,0.0,0.28281424055215026,-4.8809381544308124e-05,0.0,-4.781578847935396,4.781578847935396,INSURANCE_DTE_ROLL,I006
2025-11-19,I006,QQQ,21,insurance,OPEN,put,1,545.0,2026-02-20,3,599.87,9.795710017714981,9.550817267272107,10.040602768157855,10.040602768157855,0.269633494417481,-0.20083695327617979,-3012.1808304473566,-75.41782513286226,75.41782513286226,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2026-02-02,I006,QQQ,21,insurance,CLOSE,put,1,545.0,2026-02-20,3,626.14,0.0672851502157008,0.057285150215700804,0.0772851502157008,0.057285150215700804,0.2535671814610151,-0.005847832246888619,17.18554506471024,-4.950000000000001,4.950000000000001,INSURANCE_RECOVERY_EXIT,I006
2026-04-01,I006,QQQ,22,insurance,OPEN,put,1,534.0,2026-06-18,7,584.31,8.656269987129775,8.439863237451531,8.87267673680802,8.87267673680802,0.2696172246606783,-0.2002794716069177,-6210.873715765614,-156.03472477477084,156.03472477477084,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I006
2026-06-08,I006,QQQ,22,insurance,CLOSE,put,1,534.0,2026-06-18,7,716.07,7.748656334598996e-06,0.0,0.0100077486563346,0.0,0.37463412794838497,-8.887317372580295e-07,0.0,-4.555424059434219,4.555424059434219,INSURANCE_DTE_ROLL,I006
2017-05-19,I007,QQQ,1,insurance,OPEN,put,1,133.0,2017-08-18,7,137.84,2.0879810391195406,2.035781513141552,2.140180565097529,2.140180565097529,0.15177644089496922,-0.3016831057805613,-1498.1263955682703,-41.08966818459202,41.08966818459202,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I007
2017-08-08,I007,QQQ,1,insurance,CLOSE,put,1,133.0,2017-08-18,7,144.31,0.002127147075298319,0.0,0.01212714707529832,0.0,0.1702042997713256,-0.001793989430813744,0.0,-6.039002952708823,6.039002952708823,INSURANCE_DTE_ROLL,I007
2018-01-31,I007,QQQ,2,insurance,OPEN,put,1,163.0,2018-04-20,6,169.4,2.674765938670035,2.607896790203284,2.741635087136786,2.741635087136786,0.17383461876929196,-0.29596172371145835,-1644.9810522820717,-44.02148908005058,44.02148908005058,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I007
2018-02-05,I007,QQQ,2,insurance,CLOSE,put,1,163.0,2018-04-20,2,158.12,9.39760184378639,9.16266179769173,9.63254188988105,9.16266179769173,0.23710109002678986,-0.5856428302593646,1832.5323595383459,-48.28800921893209,48.28800921893209,INSURANCE_PARTIAL_MONETIZATION,I007
2018-02-14,I007,QQQ,2,insurance,CLOSE,put,1,163.0,2018-04-20,1,162.68,5.8765049290137625,5.729592305788419,6.023417552239106,5.729592305788419,0.2132237885831565,-0.4838405166561447,572.9592305788419,-15.341262322534371,15.341262322534371,INSURANCE_PARTIAL_MONETIZATION,I007
2018-04-10,I007,QQQ,2,insurance,CLOSE,put,1,163.0,2018-04-20,3,161.21,4.066990972409798,3.965316198099553,4.168665746720043,3.965316198099553,0.2912103567628561,-0.5789669577366954,1189.5948594298657,-32.45243229307346,32.45243229307346,INSURANCE_DTE_ROLL,I007
2019-03-11,I007,QQQ,3,insurance,OPEN,put,1,167.0,2019-06-21,4,174.73,3.80161816404442,3.7065777099433097,3.8966586181455307,3.8966586181455307,0.2027703413447372,-0.3012417020955963,-1558.6634472582123,-40.6161816404442,40.6161816404442,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I007
2019-05-17,I007,QQQ,3,insurance,CLOSE,put,1,167.0,2019-06-21,2,183.04,0.4486296019172116,0.4374138618692813,0.4598453419651419,0.4374138618692813,0.2178380433884471,-0.07830987218630979,87.48277237385625,-3.5431480095860604,3.5431480095860604,INSURANCE_PARTIAL_MONETIZATION,I007
2019-06-11,I007,QQQ,3,insurance,CLOSE,put,1,167.0,2019-06-21,2,183.4,0.014209946115964156,0.004209946115964156,0.024209946115964158,0.004209946115964156,0.2293217011995638,-0.006248835849766397,0.8419892231928312,-3.3,3.3,INSURANCE_DTE_ROLL,I007
2019-10-24,I007,QQQ,4,insurance,OPEN,put,1,185.0,2020-01-17,1,194.09,3.7561051888014134,3.6622025590813783,3.8500078185214486,3.8500078185214486,0.2077988527804331,-0.2912002169956937,-385.0007818521449,-10.040262972003516,10.040262972003516,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I007
2020-01-07,I007,QQQ,4,insurance,CLOSE,put,1,185.0,2020-01-17,1,215.53,6.2502572737188926e-06,0.0,0.01000625025727372,0.0,0.2079396719714193,-4.065725727652143e-06,0.0,-0.6506250257273719,0.6506250257273719,INSURANCE_DTE_ROLL,I007
2020-01-27,I007,QQQ,5,insurance,OPEN,put,1,209.0,2020-04-17,4,218.1,4.336991763011753,4.228566968936459,4.4454165570870465,4.4454165570870465,0.20533920570742928,-0.30535607977341567,-1778.1666228348186,-45.96991763011753,45.96991763011753,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I007
2020-02-27,I007,QQQ,5,insurance,CLOSE,put,1,209.0,2020-04-17,1,205.64,11.950533019745905,11.651769694252257,12.249296345239552,11.651769694252257,0.337393544692248,-0.5229738309069005,1165.1769694252257,-30.526332549364724,30.526332549364724,INSURANCE_PARTIAL_MONETIZATION,I007
2020-03-12,I007,QQQ,5,insurance,CLOSE,put,1,209.0,2020-04-17,1,177.32,35.94335990851141,35.04477591079863,36.841943906224195,35.04477591079863,0.623629526996555,-0.7708051399489487,3504.4775910798626,-90.50839977127839,90.50839977127839,INSURANCE_PARTIAL_MONETIZATION,I007
2020-04-07,I007,QQQ,5,insurance,CLOSE,put,1,209.0,2020-04-17,2,196.4,18.665207734630457,18.198577541264694,19.13183792799622,18.198577541264694,0.8404344850634161,-0.6474227795596481,3639.715508252939,-94.62603867315256,94.62603867315256,INSURANCE_DTE_ROLL,I007
2021-02-03,I007,QQQ,6,insurance,OPEN,put,1,301.0,2021-05-21,2,326.38,13.169445672285377,12.840209530478242,13.498681814092512,13.498681814092512,0.34884076649945167,-0.30250086904139073,-2699.7363628185026,-67.14722836142695,67.14722836142695,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I007
2021-05-11,I007,QQQ,6,insurance,CLOSE,put,1,301.0,2021-05-21,2,325.31,0.4577566118925951,0.4463126965952802,0.46920052718990995,0.4463126965952802,0.30982913221235137,-0.06209580515826661,89.26253931905605,-3.5887830594629735,3.5887830594629735,INSURANCE_DTE_ROLL,I007
2022-01-03,I007,QQQ,7,insurance,OPEN,put,1,378.0,2022-04-14,2,401.68,10.740959850323563,10.472435854065473,11.009483846581652,11.009483846581652,0.2484262223611498,-0.30026542349623025,-2201.8967693163304,-55.00479925161788,55.00479925161788,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,I007
